Category,ItemGroup,ItemCode,ItemName,CardName,Yr,Mth,Qty,Value,Docs
1. SAIL HR,SAIL HR COIL,HR000000000127,SAIL HR COIL 16MMX1500,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,30.670000,1603778.770000,1
1. SAIL HR,SAIL HR COIL,HR000000000131,SAIL HR COIL 8MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,62.425000,3374832.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000133,SAIL HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,41.820000,2206514.990000,2
1. SAIL HR,SAIL HR COIL,HR000000000134,SAIL HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,323.535000,16940899.400000,8
1. SAIL HR,SAIL HR COIL,HR000000000136,SAIL HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,62.620000,3241348.770000,3
1. SAIL HR,SAIL HR COIL,HR000000000225,SAIL HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,42.140000,2181258.890000,1
1. SAIL HR,SAIL HR COIL,HR000000000267,SAIL HR COIL 12MMX2000,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,63.680000,3359476.420000,2
1. SAIL HR,SAIL HR COIL,HR000000000536,SAIL HR COIL 10MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,63.580000,3527857.740000,1
1. SAIL HR,SAIL HR COIL,HR000000000577,SAIL HR COIL 4.8MMX1500/HSFQ450,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,55.640000,3243708.510000,1
1. SAIL HR,SAIL HR COIL,HR000000000578,SAIL HR COIL 7.8MMX1500/HSFQ450,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,110.970000,6459843.350000,3
1. SAIL HR,SAIL HR COIL,HR000000000617,SAIL HR COIL 5.8MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,71.780000,4202475.030000,2
1. SAIL HR,SAIL HR COIL,HR000000000915,SAIL HR COIL 5.8MMX1500/HSFQ450,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,165.460000,9631843.560000,4
1. SAIL HR,SAIL HR COIL,HR000000000929,SAIL HR COIL 7MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,5,60.180000,3493964.470000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000026,SAIL NPB 600x220X12 MM(122.45kg)-E250  (DO NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,192.780000,11473570.520000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000019,SAIL MS ANGLES 50X50X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,244.660000,12481413.130000,5
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000032,SAIL MS CHANNEL 150X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,126.200000,6563553.390000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000035,SAIL MS CHANNEL 200X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,54.640000,2898105.600000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000042,SAIL NPB 200X100X6.2MM(25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,386.100000,19542169.350000,6
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000117,SAIL NPB 400X180X8.6MM(66.31kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,157.510000,8524424.360000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000119,SAIL NPB 300X150X7.1MM(42.25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,190.200000,10056278.970000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000120,SAIL NPB 500X200X10.2MM(90.69kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,230.720000,12706672.710000,4
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000129,SAIL NPB 450X190X9.4MM(77.58kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,64.740000,3536810.300000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000002,SAIL RS JOISTS 150X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,120.600000,6303322.210000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000003,SAIL RS JOISTS 200X100MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,33.480000,1718193.600000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000004,SAIL RS JOISTS 250X125MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,443.900000,23592253.810000,7
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000014,SAIL NPB 200X100X5.6 MM(22kg)-E250  (DO NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,5,62.300000,3157911.620000,1
3. RINL TMT,RINL TMT,TMT000000000038,VIZAG TMT REBAR COIL FE500D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,43.680000,2358720.000000,2
3. RINL TMT,RINL TMT,TMT000000000046,VIZAG TMT REBARS FE500D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,61.880000,3351678.840000,1
3. RINL TMT,RINL TMT,TMT000000000050,VIZAG TMT REBARS FE500D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,14.870000,807441.000000,1
3. RINL TMT,RINL TMT,TMT000000000070,VIZAG TMT REBAR COIL FE550D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,352.520000,20152547.420000,7
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,61.400000,3398386.850000,1
3. RINL TMT,RINL TMT,TMT000000000072,VIZAG TMT REBAR COIL FE550D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,290.540000,16438776.020000,6
3. RINL TMT,RINL TMT,TMT000000000073,VIZAG TMT REBAR COIL FE550D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,264.760000,14819125.540000,5
3. RINL TMT,RINL TMT,TMT000000000075,VIZAG TMT REBARS FE550D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,15.620000,848166.000000,1
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,5,285.330000,16009164.710000,5
5. OTHERS,OTHERS,CH000000000006,JSW CHEQUEREDCOIL 5MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,5,95.355000,5234989.500000,3
5. OTHERS,OTHERS,CH000000000007,JSW CHEQUERED COIL 6MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,5,95.030000,5217147.000000,3
5. OTHERS,OTHERS,CUS000000000470,ALUMINIUM NAME PLATES 75X50X1MM,ALPRINTZ,2025,5,33.000000,2970.000000,1
5. OTHERS,OTHERS,CUS000000000471,CIE MAKE MODEL Analogue earth tester,BARANI INSTRUMENTS SERVICE CENTER,2025,5,1.000000,1200.000000,1
5. OTHERS,OTHERS,CUS000000000485,SCHNEIDER CONTACTOR LC1D25 220V,MODERN ELECTRICALS,2025,5,2.000000,3657.500000,1
5. OTHERS,OTHERS,CUS000000000486,MPCB GV2ME14 SCH MAKE,MODERN ELECTRICALS,2025,5,2.000000,8922.000000,1
5. OTHERS,OTHERS,CUS000000000487,OLFLEX 100 2X1.50,MODERN ELECTRICALS,2025,5,100.000000,4450.000000,1
5. OTHERS,OTHERS,CUS000000000488,PVC BOX WITH CONNECTOR 24NOS IN BOX,MODERN ELECTRICALS,2025,5,2.000000,2950.000000,1
5. OTHERS,OTHERS,HR000000000038,JSW HR COIL 2MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,5,65.615000,3536648.500000,1
5. OTHERS,OTHERS,HR000000000203,SAIL HR COIL 8MMX1500,ANUP STEELS,2025,5,27.620000,1466622.000000,1
5. OTHERS,OTHERS,HR000000000266,SAIL HR COIL 10MMX2000,ANUP STEELS,2025,5,15.280000,819008.000000,1
5. OTHERS,OTHERS,MS000000000058,VIZAG MS ANGLE 100X100X8MM,G2 STEEL SERVICES PVT LTD,2025,5,19.090000,980460.000000,3
5. OTHERS,OTHERS,MS000000000059,VIZAG MS ANGLE 50X50X6MM,G2 STEEL SERVICES PVT LTD,2025,5,126.180000,6624450.000000,4
5. OTHERS,OTHERS,MS000000000060,VIZAG MS ANGLE 65X65X6MM,G2 STEEL SERVICES PVT LTD,2025,5,127.620000,6572520.000000,4
5. OTHERS,OTHERS,MS000000000064,VIZAG MS ANGLE 75X75X8MM,G2 STEEL SERVICES PVT LTD,2025,5,63.840000,3257900.000000,4
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,G2 STEEL SERVICES PVT LTD,2025,5,63.900000,3354750.000000,2
5. OTHERS,OTHERS,MS000000000070,VIZAG MS CHANNEL 150X75MM,G2 STEEL SERVICES PVT LTD,2025,5,188.140000,9877350.000000,6
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,NATIONAL WIRE IMPEX,2025,5,3.300000,220440.000000,2
5. OTHERS,OTHERS,OTH000000000020,HR PLATE/COIL,TATA STEEL DOWNSTREAM PRODUCTS LIMITED,2025,5,17.600000,985600.000000,1
5. OTHERS,OTHERS,OTH000000000035,MS ANGLE 25X25X3MM,FEROZ & CO,2025,5,4.170000,214755.000000,1
5. OTHERS,OTHERS,OTH000000000041,MS ANGLE 40X40X3MM,FEROZ & CO,2025,5,2.470000,128440.000000,1
5. OTHERS,OTHERS,OTH000000000042,MS ANGLE 40X40X5MM,FEROZ & CO,2025,5,1.010000,49288.000000,1
5. OTHERS,OTHERS,OTH000000000043,MS ANGLE 40X40X6MM,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,5,2.050000,101065.000000,1
5. OTHERS,OTHERS,OTH000000000043,MS ANGLE 40X40X6MM,FEROZ & CO,2025,5,1.435000,69752.500000,2
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,FEROZ & CO,2025,5,1.200000,58410.000000,2
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,G2 STEEL SERVICES PVT LTD,2025,5,0.990000,59400.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,KANISHK STEEL INDUSTRIES,2025,5,17.210000,815754.000000,3
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,KANISHK STEEL INDUSTRIES,2025,5,30.000000,1422000.000000,1
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,RAMESH IRON & STEEL COMPANY INDIA (PVT) LTD,2025,5,10.190000,550260.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,FEROZ & CO,2025,5,0.500000,24350.000000,1
5. OTHERS,OTHERS,OTH000000000063,MS FLATS 100X6MM,FEROZ & CO,2025,5,1.450000,71541.000000,2
5. OTHERS,OTHERS,OTH000000000074,MS FLATS 200x10MM,FEROZ & CO,2025,5,0.286000,15100.800000,1
5. OTHERS,OTHERS,OTH000000000084,MS FLATS 32X6MM,FEROZ & CO,2025,5,1.080000,55404.000000,1
5. OTHERS,OTHERS,OTH000000000088,MS FLATS 40X6MM,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,5,3.400000,172720.000000,1
5. OTHERS,OTHERS,OTH000000000088,MS FLATS 40X6MM,FEROZ & CO,2025,5,0.220000,11033.000000,2
5. OTHERS,OTHERS,OTH000000000088,MS FLATS 40X6MM,SWASTIK ENTERPRISE,2025,5,5.000000,245000.000000,1
5. OTHERS,OTHERS,OTH000000000090,MS FLATS 50X10MM,FEROZ & CO,2025,5,0.711000,35075.800000,2
5. OTHERS,OTHERS,OTH000000000093,MS FLATS 50X6MM,FEROZ & CO,2025,5,0.790000,39421.000000,1
5. OTHERS,OTHERS,OTH000000000097,MS FLATS 65X10MM,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,5,13.600000,684080.000000,1
5. OTHERS,OTHERS,OTH000000000104,MS FLATS 75X6MM,FEROZ & CO,2025,5,0.020000,1000.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,JINDAL PIPE INDUSTRIES,2025,5,0.330000,20130.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,MADHAV PIPES & TUBES P LTD,2025,5,20.967000,1111580.500000,8
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,SICAGEN INDIA LIMITED,2025,5,0.740000,55500.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,FEROZ & CO,2025,5,0.850000,44455.000000,1
5. OTHERS,OTHERS,OTH000000000121,MS ROUNDS 16MM,FEROZ & CO,2025,5,0.250000,12825.000000,1
5. OTHERS,OTHERS,OTH000000000123,MS ROUNDS 20,FEROZ & CO,2025,5,1.386000,69585.300000,2
5. OTHERS,OTHERS,OTH000000000124,MS ROUNDS 25MM,FEROZ & CO,2025,5,0.620000,31806.000000,1
5. OTHERS,OTHERS,OTH000000000128,MS SQUARE,FEROZ & CO,2025,5,1.100000,54614.000000,1
5. OTHERS,OTHERS,OTH000000000132,MS WIRE,INTERNATIONAL WIRES I0002,2025,5,0.500000,33500.000000,1
5. OTHERS,OTHERS,OTH000000000136,MS BEAM,SHAIK DAWOOD ASSOCIATE,2025,5,1.940000,110580.000000,1
5. OTHERS,OTHERS,OTH000000000139,R.S. JOISTS,FEROZ & CO,2025,5,0.200000,10100.000000,1
5. OTHERS,OTHERS,OTH000000000139,R.S. JOISTS,S.K.STEEL CORPORATION,2025,5,0.107000,5350.000000,1
5. OTHERS,OTHERS,OTH000000000139,R.S. JOISTS,SWASTIK ENTERPRISE,2025,5,0.430000,21500.000000,1
5. OTHERS,OTHERS,OTH000000000149,TMT-REBARS,VISHNU ENTERPRISES (Purchase),2025,5,1.030000,70040.000000,1
5. OTHERS,OTHERS,OTH000000000158,UB / UC -JSPL,TIRUPATI STRUCTURES (INDIA) PRIVATE LIMITED,2025,5,21.520000,1334240.000000,1
5. OTHERS,OTHERS,OTH000000000170,UC 203X203x46MM,TIRUPATI STRUCTURES (INDIA) PRIVATE LIMITED,2025,5,9.710000,672903.000000,1
5. OTHERS,OTHERS,OTH000000000201,MS ANGLE 35X35X5MM,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,5,1.470000,73206.000000,1
5. OTHERS,OTHERS,OTH000000000201,MS ANGLE 35X35X5MM,FEROZ & CO,2025,5,0.285000,13680.000000,1
5. OTHERS,OTHERS,OTH000000000213,GI SHEET/COIL,SMPC STEEL PROCESSORS LLP,2025,5,10.895000,782805.750000,1
5. OTHERS,OTHERS,OTH000000000213,GI SHEET/COIL,STEEL CENTER,2025,5,41.035000,2897307.750000,3
5. OTHERS,OTHERS,OTH000000000214,GI SHEETS SKP 275 GSM 2MMX1270X2500,STEEL CENTER,2025,5,6.555000,514567.500000,1
5. OTHERS,OTHERS,OTH000000000215,GI SHEETS SKP 275 GSM 3MMX1250X2500,STEEL CENTER,2025,5,28.080000,2148120.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,"V.K INDUSTRIAL CORPORATION LTD.,",2025,5,20.450000,1137618.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000110,SSP HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,30.995000,1596242.500000,2
1. SAIL HR,SAIL HR COIL,HR000000000115,SSP HR COIL 4MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,30.650000,1578475.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000117,SSP HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,184.810000,9502265.000000,9
1. SAIL HR,SAIL HR COIL,HR000000000120,SSP HR COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,15.425000,794387.500000,1
1. SAIL HR,SAIL HR COIL,HR000000000123,SAIL HR COIL 6MMX1500,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,62.600000,3302913.100000,1
1. SAIL HR,SAIL HR COIL,HR000000000130,SSP HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,62.065000,3196347.500000,4
1. SAIL HR,SAIL HR COIL,HR000000000134,SAIL HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,42.080000,2192788.800000,1
1. SAIL HR,SAIL HR COIL,HR000000000551,SAIL HR COIL 20MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,65.010000,3444518.440000,1
1. SAIL HR,SAIL HR COIL,HR000000000560,SAIL HR COIL 16MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,64.590000,3578706.480000,1
1. SAIL HR,SAIL HR COIL,HR000000000562,SAIL HR COIL 3MMX1500,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,48.400000,2522124.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000575,SAIL HR COIL 20MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,64.380000,3558767.390000,1
1. SAIL HR,SAIL HR COIL,HR000000000577,SAIL HR COIL 4.8MMX1500/HSFQ450,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,108.730000,6349905.940000,3
1. SAIL HR,SAIL HR COIL,HR000000000578,SAIL HR COIL 7.8MMX1500/HSFQ450,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,54.300000,3171156.930000,2
1. SAIL HR,SAIL HR COIL,HR000000000601,SSP HR COIL 8MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,15.220000,821880.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000604,SAIL HR COIL 20MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,61.040000,3392717.960000,1
1. SAIL HR,SAIL HR COIL,HR000000000617,SAIL HR COIL 5.8MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,60.450000,3555042.300000,2
1. SAIL HR,SAIL HR COIL,HR000000000618,SAIL HR COIL 2MMX1250,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,130.970000,7016373.070000,2
1. SAIL HR,SAIL HR COIL,HR000000000929,SAIL HR COIL 7MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,120.920000,7113561.610000,3
1. SAIL HR,SAIL HR COIL,HR000000000934,SAIL HR COIL 7.8MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,6,121.410000,7133341.630000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000026,SAIL NPB 600x220X12 MM(122.45kg)-E250  (DO NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,6,127.840000,7499125.470000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000021,SAIL MS ANGLE 65X65X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,6,122.270000,6082895.410000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000037,SAIL MS CHANNEL 300X90 MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,6,19.200000,1040448.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000044,SAIL NPB 250X125X6MM(30.11kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,6,356.400000,19381289.680000,6
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000117,SAIL NPB 400X180X8.6MM(66.31kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,6,54.460000,3080186.250000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000119,SAIL NPB 300X150X7.1MM(42.25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,6,64.180000,3411223.480000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000129,SAIL NPB 450X190X9.4MM(77.58kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,6,115.360000,6551966.880000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000004,SAIL RS JOISTS 250X125MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,6,127.000000,6749362.150000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000005,SAIL RS JOISTS 300X140MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS  (SAP CODE 1000142915),2025,6,6.720000,364156.800000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000005,SAIL RS JOISTS 300X140MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,6,370.700000,19589959.730000,6
3. RINL TMT,RINL TMT,TMT000000000037,VIZAG TMT REBAR COIL FE500D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,145.580000,7799619.250000,3
3. RINL TMT,RINL TMT,TMT000000000038,VIZAG TMT REBAR COIL FE500D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,78.020000,4176673.710000,2
3. RINL TMT,RINL TMT,TMT000000000040,VIZAG TMT REBAR COIL FE500D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,106.680000,5867484.510000,2
3. RINL TMT,RINL TMT,TMT000000000046,VIZAG TMT REBARS FE500D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,125.880000,6715597.290000,2
3. RINL TMT,RINL TMT,TMT000000000048,VIZAG TMT REBARS FE500D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,197.210000,10530222.090000,5
3. RINL TMT,RINL TMT,TMT000000000050,VIZAG TMT REBARS FE500D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,29.610000,1581174.000000,2
3. RINL TMT,RINL TMT,TMT000000000054,VIZAG TMT REBARS FE500D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,42.530000,2271102.000000,1
3. RINL TMT,RINL TMT,TMT000000000070,VIZAG TMT REBAR COIL FE550D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,379.010000,20904692.280000,8
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,561.820000,29934802.250000,9
3. RINL TMT,RINL TMT,TMT000000000072,VIZAG TMT REBAR COIL FE550D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,176.070000,9410133.010000,4
3. RINL TMT,RINL TMT,TMT000000000073,VIZAG TMT REBAR COIL FE550D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,260.980000,13849577.130000,7
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,162.920000,8736164.610000,3
3. RINL TMT,RINL TMT,TMT000000000077,VIZAG TMT REBARS FE550D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,6,131.700000,7215316.200000,2
5. OTHERS,OTHERS,CH000000000007,JSW CHEQUERED COIL 6MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,6,38.165000,2076176.000000,1
5. OTHERS,OTHERS,CUS000000000394,ANCHOR FASTNER DIA 12MM X 125 MM LONG,KRISHNA MILL STORES,2025,6,30.000000,930.000000,1
5. OTHERS,OTHERS,CUS000000000395,ANCHOR FASTNER DIA 16MM X 125 MM LONG,KRISHNA MILL STORES,2025,6,30.000000,1200.000000,1
5. OTHERS,OTHERS,HR000000000119,SAIL HR COIL 5MMX1500,ANUP STEELS,2025,6,27.715000,1468895.000000,1
5. OTHERS,OTHERS,HR000000000123,SAIL HR COIL 6MMX1500,SHREE SAKTHI NARAYAN STEEL LTD,2025,6,27.590000,1420885.000000,1
5. OTHERS,OTHERS,HR000000000132,SAIL HR COIL 8MMX1250/E350BR,ANUP STEELS,2025,6,21.770000,1177757.000000,1
5. OTHERS,OTHERS,HR000000000203,SAIL HR COIL 8MMX1500,ANUP STEELS,2025,6,54.925000,2914456.250000,2
5. OTHERS,OTHERS,HR000000000226,SAIL HR COIL 12MMX1500/E350BR,ANUP STEELS,2025,6,21.410000,1158281.000000,1
5. OTHERS,OTHERS,HR000000000551,SAIL HR COIL 20MMX1250,ANUP STEELS,2025,6,21.970000,1080374.750000,1
5. OTHERS,OTHERS,HR000000000560,SAIL HR COIL 16MMX2000/E350BR,ANUP STEELS,2025,6,32.070000,1811955.000000,1
5. OTHERS,OTHERS,HR000000000608,SAIL HR COIL 14MMX2000/E350BR,ANUP STEELS,2025,6,32.270000,1826482.000000,1
5. OTHERS,OTHERS,HR000000000621,SAIL HR COIL 4MMX1500,ANUP STEELS,2025,6,20.925000,1109025.000000,1
5. OTHERS,OTHERS,HR000000000685,SAIL HR PLATE 12MMX1500,ANUP STEELS,2025,6,15.990000,855465.000000,1
5. OTHERS,OTHERS,HR000000000931,SAIL HR COIL 5.8MMX1500,ANUP STEELS,2025,6,33.335000,1769359.380000,2
5. OTHERS,OTHERS,HR000000000936,H.R COIL 3MMX1250/E350BR,ANUP STEELS,2025,6,23.432000,1314535.200000,1
5. OTHERS,OTHERS,MS000000000060,VIZAG MS ANGLE 65X65X6MM,G2 STEEL SERVICES PVT LTD,2025,6,64.020000,3265020.000000,2
5. OTHERS,OTHERS,MS000000000064,VIZAG MS ANGLE 75X75X8MM,G2 STEEL SERVICES PVT LTD,2025,6,27.210000,1387710.000000,1
5. OTHERS,OTHERS,MS000000000069,VIZAG MS CHANNEL 125X65MM,G2 STEEL SERVICES PVT LTD,2025,6,53.680000,2710840.000000,2
5. OTHERS,OTHERS,MS000000000070,VIZAG MS CHANNEL 150X75MM,G2 STEEL SERVICES PVT LTD,2025,6,192.500000,9721250.000000,6
